lake,Date,pH,Alk (uEq/L),T,Cond,atm pCO2,Bar. Prs. (kP),Altitude (m),Ionic Strength,pK1,pK2,ao,a1,a2,pKH,DIC uM,CO2 uM,pCO2 uatm,equil CO2,log CO2,CO2:CO2 sat.,alpha,flux  mmol/m2/day,enh flux
B,19-06-2007,8.5,2452.0073017082,17.7,441.2,370,101.325,509.3,0.007721,6.3319242408,10.2492183031,0.0066277708,0.9759852179,0.0173870113,1.3712697,2417.5,16.0226358871,376.70697669,14.7437148181,1.2047339635,,1.263442093,1.3505406489,1.7063299042
B,19-07-1996,8.56,,22,425,370,101.325,509.3,0.0074375,6.2828489086,10.2082596343,0.0051399313,0.9729900692,0.0218699995,1.42812, ,,,12.9347077886,,,1.6484562216,,
B,19-08-1996,8.9,,21,440,370,101.325,509.3,0.0077,6.2937764652,10.2156918607,0.0023564035,0.9516411072,0.0460024893,1.41513, ,,,13.3274364983,,,2.078874113,,
B,19-08-2002,8.86,,16,415,370,101.325,509.3,0.0072625,6.3527477156,10.2715668625,0.0029849179,0.9598086689,0.0372064133,1.34808, ,,,15.5523715068,,,1.4095851614,,
B,20-05-2005,9.3,3030.3815559186,12.7,360.6,370,101.325,509.3,0.0063105,6.3936301087,10.3175497747,0.0011306094,0.9113442747,0.087525116,1.3019097,2780.8333333333,3.1440362076,63.0082240626,17.2968461254,0.4974875388,,1.5263139456,-14.9453672732,-22.8113224906
B,20-05-2009,8.8,3604.2316822236,9.7,328,370,101.325,509.3,0.00574,6.4303862845,10.3585832781,0.0041375941,0.9690843945,0.0267780114,1.2586137,3515.8333333333,14.5470912777,263.8699069275,19.1100983389,1.1627761639,,1.0880160599,-4.8185354567,-5.2426439621
B,20-06-2000,8.34,3504.8165242222,15.5,470,370,101.325,509.3,0.008225,6.3564056956,10.2683242823,0.0101596461,0.9783018738,0.01153848,1.3411825,3491.6666666667,35.4740977066,778.204715151,15.8013474202,1.5499113579,,1.1178630282,20.7744243025,23.2229608594
B,20-06-2002,7.05,,18,437,370,101.325,509.3,0.0076475,6.328608347,10.2467373879,0.159533766,0.8399322763,0.0005339577,1.37532, ,,,14.6068517641,,,1.0107371112,,
B,20-06-2003,8.83,2733.8397692864,21.3,503,370,101.325,509.3,0.0088025,6.2879261383,10.2031642933,0.0027461169,0.9567376938,0.0405161893,1.4190417,2625.8333333333,7.2108453297,189.2465104376,13.2079349674,0.8579861802,,1.9893758724,-6.3329266575,-12.5985714938
B,20-06-2011,8.7,3176.0407447365,18.2,531,370,101.325,509.3,0.0092925,6.3227761091,10.2306014763,0.0040587808,0.9674298543,0.0285113649,1.3780132,3091.7416666667,12.5487016319,299.6484208374,14.5165502542,1.0985987933,,1.4457280714,-2.0780481452,-3.0042925372
B,20-07-2009,8.8,2969.6548942205,19.5,418.9,370,101.325,509.3,0.00733075,6.3119551104,10.2341619416,0.0031253669,0.9614925041,0.035382129,1.3953825,2868.3333333333,8.9645941581,222.7989465845,13.9474277992,0.9525306331,,1.6926652653,-5.261872325,-8.9065885148
B,20-08-1999,7.3,1984.9492215393,20,490,370,101.325,509.3,0.008575,6.3034129833,10.2180519331,0.0914603197,0.9074437882,0.0010958921,1.402,2174.1666666667,198.8499785032,5017.9409736109,13.7365168084,2.2985255484,,1.0279755792,195.4798155498,200.9484766152
B,20-08-2003,9.19,2645.0748801187,22.9,469,370,101.325,509.3,0.0082075,6.2707694631,10.1926707125,0.0010943176,0.9086024699,0.0903032125,1.4396913,2420,2.6482485438,72.8869944514,12.5946273439,0.4229587421,,3.3479488903,-10.5033760129,-35.1647660671
B,21-05-2003,8.22,3096.3329123144,12.4,529,370,101.325,509.3,0.0092575,6.390494378,10.2943704718,0.0144716942,0.9772934778,0.0082348279,1.2976368,3107.5,44.9707898782,892.4159334349,17.4678648019,1.6529305157,,1.0450785697,29.0430888805,30.3523097861
B,21-05-2013,8.72,2637.1342032753,11.9,402.3,370,101.325,509.3,0.00704025,6.4012147348,10.3195429992,0.0046601586,0.9709256155,0.024414226,1.2904873,2577.5,12.0115586938,234.469667618,17.7578066049,1.0795993678,,1.1244171485,-6.0680377942,-6.8230057533
B,21-06-2010,9.5,2968.1419819255,20.1,440,370,101.325,509.3,0.0077,6.3041695752,10.2246927607,0.0005357206,0.8409472289,0.1585170506,1.4033193,2555,1.3687660461,34.6456348228,13.6948513283,0.1363292235,,3.6747718093,-13.0163460581,-47.8321015541
B,21-07-1995,8.15,,22,500,370,101.325,509.3,0.00875,6.2799690452,10.1967401808,0.0131922594,0.9780254065,0.0087823341,1.42812, ,,,12.9347077886,,,1.2723732883,,
B,21-07-2008,8.8,3037.4184485918,22,484,370,101.325,509.3,0.00847,6.2805599667,10.1991038667,0.0028994145,0.9588492616,0.0382513239,1.42812,2925.2083333333,8.4813914241,227.2935473911,12.9347077886,0.9284671068,,2.0414430429,-4.7027020809,-9.6002984459
B,21-07-2014,9,3140.0244362275,21.7,633,370,101.325,509.3,0.0110775,6.2789133407,10.1816243028,0.0017801417,0.93657215,0.0616477083,1.4242377,2954.1666666667,5.2588353496,139.6777638276,13.0508537194,0.7208895736,,2.4423412289,-8.2283713985,-20.0964907132
B,21-08-1997,8.5,,18.5,495,370,101.325,509.3,0.0086625,6.3205931925,10.2326662702,0.0064538263,0.9754928234,0.0180533503,1.3820425, ,,,14.3824913633,,,1.3074067029,,
B,21-08-1998,9.2,1760.3628863028,20,440,370,101.325,509.3,0.0077,6.3053254652,10.2257018607,0.0011633274,0.9128017806,0.086034892,1.402,1614.1666666667,1.8778042535,47.3860292814,13.7365168084,0.2736503185,,2.6026042589,-12.522800458,-32.5918938054
B,22-05-1996,8.01,,12.5,330,370,101.325,509.3,0.005775,6.3973758119,10.3254407476,0.0237061394,0.9715944405,0.0046994201,1.2990625, ,,,17.4106153933,,,1.0286013874,,
B,22-05-2007,8.6,2620.9092445805,14.3,421.3,370,101.325,509.3,0.00737275,6.3723241328,10.2891930713,0.0057679024,0.9743024003,0.0199296972,1.3244857,2575.8333333333,14.8571553458,313.632719875,16.4206718366,1.1719356643,,1.162970216,-1.6510734143,-1.9201492052
B,22-05-2012,8.6,3913.572483145,15.2,532,370,101.325,509.3,0.00931,6.3576386963,10.2625426252,0.0055701672,0.9732614874,0.0211683454,1.3370272,3845,21.4172930355,465.3629231756,15.9532592172,1.3307645788,,1.1975447581,5.7700197121,6.9098568603
B,22-06-2009,9.2,3110.445692407,19.7,430.4,370,101.325,509.3,0.007532,6.3091766377,10.2302686909,0.0011747343,0.9136145315,0.0852107343,1.3980337,2860.8333333333,3.3607189414,84.0361008764,13.8625434984,0.5264321937,,2.5321186446,-11.0899267322,-28.0810102463
B,22-07-2002,8.7,,22.5,2610,370,101.325,509.3,0.045675,6.2333194989,10.0283154957,0.0032507031,0.9520457166,0.0447035804,1.4345625, ,,,12.7442452933,,,1.9277707811,,
B,22-08-2000,,,19,550,370,101.325,509.3,0.009625,6.3128413163,10.2196712654,0.9999995134,4.86584726141297E-007,2.93418307032958E-017,1.38873,2862.5,2862.4986071512,70060.8309669568,14.1627184595,3.456745284,,1.0000004009,,
B,22-08-2007,8.6,2310.4724227886,17.3,533,370,101.325,509.3,0.0093275,6.3331542745,10.2397744379,0.0052604361,0.9724504379,0.022289126,1.3658497,2263.3333333333,11.906120407,276.4521489976,14.9288695073,1.0757702703,,1.3028281511,-3.19202305,-4.1586574885
B,22-09-1998,9.5,2632.2749366867,14.5,400,370,101.325,509.3,0.007,6.370865979,10.2904854159,0.0006388257,0.8600355528,0.1393256215,1.3272825,2303.3333333333,1.4714285435,31.2623539949,16.3152646135,0.1677391765,,2.1169842467,-15.6750908899,-33.1839204795
B,23-05-2002,7.93,,10.5,480,370,101.325,509.3,0.0084,6.414598317,10.3236147681,0.0295013719,0.9665935554,0.0039050727,1.2702825, ,,,18.6034770096,,,1.0147937528,,
B,23-05-2006,9.1,2703.7239076715,16.8,603,370,101.325,509.3,0.0105525,6.3365999498,10.2356228391,0.0016040991,0.9303176452,0.0680782556,1.3590432,2526.6666666667,4.0530238462,92.6450796324,15.1646859883,0.6077791589,,1.7827167408,-11.7339152221,-20.9182471013
B,23-06-1995,8.17,,21,500,370,101.325,509.3,0.00875,6.2914960452,10.2065701808,0.0129379809,0.9780711788,0.0089908402,1.41513, ,,,13.3274364983,,,1.2381012126,,
B,23-06-2008,8.4,3154.2036225449,19.9,495,370,101.325,509.3,0.0086625,6.3043845525,10.2183246702,0.0078418112,0.9773088485,0.0148493403,1.4006793,3123.9166666667,24.4971647834,616.3041945556,13.7783534684,1.3891158235,,1.3215592079,11.3190647487,14.9588142432
B,23-06-2014,9.1,3042.8643471013,17.5,452.7,370,101.325,509.3,0.00792225,6.3337963491,10.2495228964,0.0015972188,0.9323265654,0.0660762158,1.3685625,2850,4.5520735251,106.3583933275,14.8359076711,0.6582092682,,1.8871885338,-10.8597288582,-20.4943557813
B,24-05-2011,8.6,2957.1525151244,14.6,465,370,101.325,509.3,0.0081375,6.3670982417,10.2789783267,0.0056966039,0.9739076567,0.0203957394,1.3286788,2905.8416666667,16.5534289344,352.8310268978,16.2628936474,1.2188879687,,1.1738713004,0.306805263,0.3601498931
B,24-07-1997,8.18,,22.5,570,370,101.325,509.3,0.009975,6.2717572301,10.1820664203,0.0120830536,0.9781815631,0.0097353832,1.4345625, ,,,12.7442452933,,,1.3170505042,,
B,24-07-2000,8.09,2808.4906878686,21.5,650,370,101.325,509.3,0.011375,6.2806859666,10.1814573664,0.015154788,0.9769310208,0.0079141911,1.4216425,2820.8333333333,42.7491312803,1128.6773081118,13.129074778,1.6309272937,,1.2185508999,31.2787796664,38.1147851114
B,24-08-1995,8.43,,17,440,370,101.325,509.3,0.0077,6.3401044652,10.2568118607,0.0079472332,0.9774881309,0.0145646359,1.36177, ,,,15.0697699268,,,1.196533764,,
B,25-05-2010,8.6,2423.4687646482,12.9,375.8,370,101.325,509.3,0.0065765,6.3906168792,10.3125923768,0.0060208392,0.9750797716,0.0188993893,1.3047513,2384.1666666667,14.3546840453,289.5642470859,17.184041858,1.1569936379,,1.1194995878,-2.9878018502,-3.3448429398
B,25-06-1997,8.97,,19,490,370,101.325,509.3,0.008575,6.3149839833,10.2282419331,0.0020929015,0.945724841,0.0521822575,1.38873, ,,,14.1627184595,,,1.891467782,,
B,25-06-2001,8.63,4087.6330398614,19.5,520,370,101.325,509.3,0.0091,6.3081052965,10.2187626859,0.0046242284,0.9703624539,0.0250133176,1.3953825,3997.5,18.4853531966,459.4203760702,13.9474277992,1.266827753,,1.4880578548,4.7920492196,7.1308464819
B,25-07-2012,8.72,3512.5873107881,23.6,629,370,101.325,509.3,0.0110075,6.2571866688,10.1638468351,0.0033142887,0.9620633384,0.0346223729,1.4486128,3397.5,11.2602958025,316.3461835061,12.3385413793,1.0515497994,,2.1363166425,-1.1386273291,-2.4324685127
B,26-05-1995,8.08,,12,420,370,101.325,509.3,0.00735,6.399311577,10.3154703079,0.0203178972,0.9740184467,0.0056636561,1.29192, ,,,17.6993216555,,,1.0298460584,,
B,26-05-1997,9.06,,13,390,370,101.325,509.3,0.006825,6.3888344434,10.3090117736,0.0020144006,0.944738049,0.0532475504,1.30617, ,,,17.1279987228,,,1.3373501393,,
B,26-05-2004,8.9,2925.1210944913,10.5,330.8999938965,370,101.325,509.3,0.0057907499,6.4208275186,10.3485315743,0.0031933445,0.9625388195,0.034267836,1.2702825,2828.3333333333,9.0318426803,168.2902146243,18.6034770096,0.9557763643,,1.1339207817,-10.1076458517,-11.4612696858
B,26-05-2008,8.5,3216.5158729154,12.9,424.3,370,101.325,509.3,0.00742525,6.3885837046,10.3044596785,0.0075601083,0.977111922,0.0153279697,1.3047513,3183.2916666667,24.0660297499,485.4625683776,17.184041858,1.3814044492,,1.0954110806,7.2673792139,7.960767718
B,26-05-2014,8.3,2672.8144028788,16.3,403.5,370,101.325,509.3,0.00706125,6.3497295534,10.2702299536,0.0109726493,0.9785475749,0.0104797758,1.3522017,2665.8333333333,29.2512542304,658.1822900914,15.4054689114,1.4661444924,,1.1274669299,14.6211492968,16.4848623096
B,26-08-2013,9.2,2704.0549584208,22.1,545,370,101.325,509.3,0.0095375,6.2772156841,10.1893595965,0.001082367,0.9060639267,0.0928537063,1.4294113,2468.3333333333,2.6716424313,71.8107780734,12.8963057773,0.4267783324,,3.1515330522,-10.7972444934,-34.0278728931
B,27-06-2003,9.09,2819.4755957031,18.9,517,370,101.325,509.3,0.0090475,6.3151591248,10.2253381594,0.0015623888,0.9303149156,0.0681226956,1.3873953,2635,4.1168944102,100.4534896741,14.2063111317,0.6145697284,,2.1040827464,-10.6544240579,-22.4177898333
B,27-07-2001,6.81,2736.6662747197,22,460,370,101.325,509.3,0.00805,6.2814692761,10.2027411042,0.2283957884,0.7712919794,0.0003122322,1.42812,3536.6666666667,807.7597715647,21647.2244632762,12.9347077886,2.9072822204,,1.0135988791,839.3352673475,850.749286173
B,27-08-2012,8.63,3550.0977861357,18.7,554,370,101.325,509.3,0.009695,6.3161793212,10.2222130246,0.0047115259,0.9704703336,0.0248181405,1.3847217,3471.6666666667,16.3568475001,396.6626460502,14.2940376572,1.2136996046,,1.4218110705,2.1783271941,3.0971697196
B,28-06-2004,8.9,,19.2999992371,412.6000061035,370,101.325,509.3,0.0072205001,6.3145276309,10.2372350363,0.0024769576,0.9536542275,0.0438688149,1.3927256899, ,,,14.0330131458,,,1.8174470482,,
B,28-06-2012,8.65,3597.1318791909,19.5,591,370,101.325,509.3,0.0103425,6.3056711507,10.2090261029,0.0043846698,0.9688705129,0.0267448173,1.3953825,3510,15.3901908617,382.4956547098,13.9474277992,1.1872440058,,1.5089063928,1.5235577939,2.2989060951
B,28-07-1994,9.25,,22,495,370,101.325,509.3,0.0086625,6.2801524425,10.1974737702,0.0009622661,0.897723844,0.1013138899,1.42812, ,,,12.9347077886,,,3.3043760018,,
B,28-08-1999,8,2289.0130102687,17,485,370,101.325,509.3,0.0084875,6.3383776853,10.2499047412,0.0212143328,0.9733111358,0.0054745314,1.36177,2317.5,49.16421626,1130.8867620995,15.0697699268,1.6916491203,,1.0749774297,36.0037353279,38.7032028618
B,28-08-2001,8.93,3570.1247933041,20,490,370,101.325,509.3,0.008575,6.3034129833,10.2180519331,0.00224193,0.94887515,0.04888292,1.402,3402.5,7.6281669638,192.4953266247,13.7365168084,0.8824201902,,1.9739793873,-6.4504174359,-12.7329910581
B,28-08-2006,10.2,3194.7834402779,20,501,370,101.325,509.3,0.0087675,6.3030085014,10.2164340055,6.45787644631403E-005,0.5094261451,0.4905092761,1.402,2136.6666666667,0.1379832934,3.4819818783,13.7365168084,-0.8601734935,,8.1431710091,-14.3600513918,-116.9363541837
B,29-07-2003,9.43,2323.6673402731,23.3,487,370,101.325,509.3,0.0085225,6.265496054,10.1861471558,0.0005822156,0.850330501,0.1490872835,1.4447977,2015,1.1731643623,32.6705587247,12.4474079099,0.0693588617,,4.5668701254,-11.9056011863,-54.3713343826
B,29-07-2004,8.9,,19.3999996185,385.799987793,370,101.325,509.3,0.0067514998,6.3144946877,10.240711297,0.0024776367,0.9539880558,0.0435343075,1.3940547949, ,,,13.9901324766,,,1.8314434085,,
B,29-07-2005,9.7,2666.1402757794,19.6,395.3,370,101.325,509.3,0.00691775,6.3117766256,10.2370578623,0.0003169034,0.7747297851,0.2249533115,1.3967088,2169.1666666667,0.6874162602,17.1367555113,13.9048984635,-0.1627801993,,4.4019120242,-13.9576612068,-61.4403966963
B,29-07-2013,9,2851.1543857478,19.2,522,370,101.325,509.3,0.009135,6.3115062865,10.2215425858,0.0019290545,0.9415387794,0.0565321661,1.3913952,2695,5.1988018894,128.0260858865,14.0760701296,0.7159032681,,1.9771400474,-9.3743952616,-18.5344922915
B,29-08-2011,8.8,2733.0301858051,20.6,616,370,101.325,509.3,0.01078,6.2921429066,10.1946721864,0.0029763834,0.9583981465,0.0386254702,1.4098948,2630.4583333333,7.829252482,201.1940340921,13.4890642075,0.8937202987,,1.8338499136,-5.9767611822,-10.9604829776
B,30-05-1999,8.3,2519.2265060317,15.5,400,370,101.325,509.3,0.007,6.359195979,10.2794854159,0.0112142151,0.9785271993,0.0102585856,1.3411825,2513.3333333333,28.1850605418,618.303168466,15.8013474202,1.450018972,,1.1077287538,13.0772010565,14.4859916289
B,30-06-1998,9.2,1402.179652492,18,550,370,101.325,509.3,0.009625,6.3244343163,10.2300412654,0.0012166333,0.9135353845,0.0852479823,1.37532,1285,1.5633737578,37.1007609969,14.6068517641,0.1940628178,,2.1701147504,-13.7739127746,-29.8909712825
B,30-06-2005,9.3,2925.9692505513,17.7,409.2,370,101.325,509.3,0.007161,6.3332165843,10.2543876772,0.0009706259,0.899156487,0.0998728871,1.3712697,2654.1666666667,2.5762028526,60.5689098091,14.7437148181,0.4109800568,,2.3395392882,-12.8488926355,-30.0604891308
B,30-07-2007,8.9,2430.4259972899,25.6,535,370,101.325,509.3,0.0093625,6.2374008232,10.1578298527,0.0020566474,0.9457122537,0.0522310989,1.4737248,2305.8333333333,4.7422861143,141.1602934553,11.6453305905,0.6759877525,,3.0421252712,-7.2896149668,-22.1759219078
B,30-08-2010,10.3,2985.9902984348,17.8,504,370,101.325,509.3,0.00882,6.3283843788,10.2386521551,4.96108393490083E-005,0.4647208909,0.5352294983,1.3726212,1938.3333333333,0.0961623436,2.2679122097,14.6979045233,-1.0169949609,,7.3287267707,-15.4194397418,-113.0048608251
B,31-07-1998,9.6,2454.7560076347,19,330,370,101.325,509.3,0.005775,6.3216280619,10.2548182476,0.0004311041,0.8183782302,0.1811906657,1.38873,2070.8333333333,0.8927446928,21.850293608,14.1627184595,-0.0492727229,,3.6996429146,-14.0130922977,-51.8434376308
B,31-07-2006,9.5,2501.0279557127,22.2,530,370,101.325,509.3,0.009275,6.2765889629,10.1904864917,0.0004963256,0.8301903331,0.1693133413,1.4307012,2131.6666666667,1.0580006368,28.5224698087,12.8580592276,0.0244859291,,4.4791192859,-12.4608618718,-55.813686729
B,31-08-2009,8,3104.0457665935,19.2,414.2,370,101.325,509.3,0.0072485,6.3156195561,10.2379956642,0.0201500303,0.9742179977,0.005631972,1.3913952,3141.6666666667,63.3046786698,1558.9457726553,14.0760701296,1.8014358087,,1.1164340261,51.9854106185,58.0382812758
C,01-06-2001,8.65,5755.6204097898,13.8,1100,370,101.325,509.3,0.01925,6.358405962,10.215724088,0.004949982,0.9687186411,0.0263313769,1.3174692,5626.6666666667,27.8518986759,578.5274984318,16.6881203039,1.4448548066,,1.1633413469,11.7889499608,13.7145729264
C,01-08-1997,8.46,,22,1300,370,101.325,509.3,0.02275,6.2590569988,10.1130919951,0.0061212829,0.9722667918,0.0216119253,1.42812, ,,,12.9347077886,,,1.5278144808,,
C,01-08-2006,9.7,4549.7318328367,21.7,1279,370,101.325,509.3,0.0223825,6.2629303116,10.1176921864,0.0002643868,0.7232851315,0.2764504817,1.4242377,3557.5,0.9405562156,24.9817269833,13.0508537194,-0.0266152422,,5.3834836915,-12.7884741639,-68.8465421006
C,01-08-2007,9,3765.4319764175,23.7,1457,370,101.325,509.3,0.0254975,6.2365261602,10.0848523807,0.0015904002,0.9225295019,0.0758800979,1.4498817,3496.6666666667,5.5610993916,156.6903884237,12.3025438567,0.7451606571,,2.900470797,-7.1189653551,-20.6483511177
C,01-08-2012,9.04,6306.1121463382,24.1,1443,370,101.325,509.3,0.0252525,6.2321935449,10.0821214394,0.0014251032,0.9154882319,0.0830866649,1.4549433,5821.6666666667,8.2964757131,236.5031590818,12.1599929152,0.9188936462,,3.138863863,-4.0798741654,-12.8061695835
C,01-09-2010,8.1,3728.7744836978,18.1,1313,370,101.325,509.3,0.0229775,6.3038805165,10.151422126,0.015603061,0.9757291733,0.0086677657,1.3766673,3746.6666666667,58.4594685817,1391.6248111508,14.5616075401,1.7668548631,,1.1173977039,46.3561412599,51.7982458043
C,02-06-2004,8.7,4927.0831669427,11.6000003815,1112,370,101.325,509.3,0.01946,6.3839269177,10.2397774443,0.0046723865,0.9674128216,0.0279147919,1.2861808055,4806.6666666667,22.4586042504,434.0737945584,17.9347702012,1.3513827624,,1.1109179396,4.777168756,5.3070424715
C,02-07-1997,8.16,,17,1200,370,101.325,509.3,0.021,6.318942794,10.1721651761,0.0140793363,0.9764261176,0.0094945462,1.36177, ,,,15.0697699268,,,1.1075598522,,
C,02-09-2009,8.7,5368.2629018862,19.8,1471,370,101.325,509.3,0.0257425,6.2812046263,10.1219923454,0.0036599886,0.960008559,0.0363314524,1.3993572,5190,18.9953407778,476.4356922178,13.8203620999,1.2786470892,,1.5951850291,5.4647774839,8.7173312298
C,03-06-1999,7.8,3288.2199420854,14,1100,370,101.325,509.3,0.01925,6.356067122,10.213484488,0.034601957,0.9616865465,0.0037114965,1.32028,3385,117.1276245631,2448.7211682194,16.5804617819,2.0686593356,,1.0249643659,106.177803897,108.8284654419
C,03-08-1994,8.8,,23,1350,370,101.325,509.3,0.023625,6.2465758974,10.0995375896,0.0026555872,0.9496961482,0.0476482645,1.44097, ,,,12.5575993245,,,2.2093480046,,
C,04-07-2005,9,4322.13321587,19.2,1185,370,101.325,509.3,0.0207375,6.2937331299,10.1504499595,0.0018334106,0.9322375664,0.065929023,1.3913952,4053.3333333333,7.4314241563,183.0068095561,14.0760701296,0.8710720498,,1.9771400474,-7.0167461477,-13.8730898108
C,04-07-2007,8.8,3947.1935765843,21.5,1338,370,101.325,509.3,0.023415,6.2640736532,10.115008113,0.0027690807,0.9511783521,0.0460525672,1.4216425,3775,10.4532795986,275.9910932684,13.129074778,1.0192525668,,1.963650415,-2.8256397094,-5.5485685881
C,04-07-2013,9.13,,24.2,1519,370,101.325,509.3,0.0265825,6.2296710455,10.0756836218,0.0011286508,0.8971985162,0.101672833,1.4562052, ,,,12.124711731,,,3.505613687,,
C,04-08-2005,7.5,3781.3484421553,21.8,1291,370,101.325,509.3,0.0225925,6.2615390165,10.115757106,0.0544707351,0.9432443654,0.0022848996,1.4255332,3981.6666666667,216.8843101499,5777.7844458314,13.0119810433,2.3362281354,,1.0616722961,215.2891795365,228.5665575698
C,04-08-2011,10.3,7927.2802338546,23.3,1157,370,101.325,509.3,0.0202475,6.2470437455,10.1123379218,3.48424901812341E-005,0.3936093813,0.6063557762,1.4447977,4928.6416666667,0.1717261489,4.7822704235,12.4474079099,-0.7651635694,,12.4519061567,-12.9631199396,-161.4155529866
C,04-09-1997,,,,,370,101.325,509.3,0,6.58,10.62,0.999999737,0.000000263,6.30957178521547E-018,1.11, ,,,26.9077027826,,,1.0000002499,,
C,04-09-2008,8,4337.4546911511,17.5,1366,370,101.325,509.3,0.023905,6.3098184685,10.153611374,0.0198639842,0.9733026209,0.0068333949,1.3685625,4386.625,87.1358497376,2035.9137277373,14.8359076711,1.9401968707,,1.0830651069,76.3487388222,82.6906549725
