LAKE,Date,Date2,Replicate,LIGHT_O2_ppm,DARK_O2_ppm,LIGHT_Pois_O2_ppm,DARK_Pois_O2_ppm,NetOxy_ppm,RespOxy_ppm,Net_mgC_m3_h,Resp_mgC_m3_H,LightAzidemgCm3h,DarkAzidemgCm3h
B,15-Jul-05,2005-07-15,1,8.49,7.35,7.64,6.95,1.59,0.45,21.81,6.17,10.15,0.69
B,15-Jul-05,2005-07-15,2,9.86,7.15,7.68,6.99,2.96,0.25,40.60,3.43,10.70,1.23
B,15-Jul-05,2005-07-15,3,9.95,7.06,7.29,6.68,3.05,0.16,41.83,2.19,5.35,-3.02
B,29-Jul-05,2005-07-29,1,10.69,8.88,9.27,8.27,3.51,1.70,40.04,19.39,23.84,12.43
B,29-Jul-05,2005-07-29,2,10.94,8.77,9.22,8.04,3.76,1.59,42.89,18.14,23.27,9.81
B,29-Jul-05,2005-07-29,3,10.97,8.15,9.13,8.44,3.79,0.97,43.24,11.07,22.24,14.37
B,11-Aug-05,2005-08-11,1,9.13,8.89,8.47,8.15,1.57,1.33,19.24,16.30,11.15,7.23
B,11-Aug-05,2005-08-11,2,9.25,8.69,8.73,8.26,1.69,1.13,20.71,13.85,14.34,8.58
B,11-Aug-05,2005-08-11,3,9.39,8.59,8.83,8.19,1.83,1.03,22.43,12.62,15.57,7.72
B,08-May-06,2006-05-08,1,8.67,8.01,8.05,8.05,0.46,-0.20,6.02,-2.62,-2.09,-2.09
B,08-May-06,2006-05-08,2,8.52,8.16,8.06,7.99,0.31,-0.05,4.06,-0.65,-1.96,-2.88
B,08-May-06,2006-05-08,3,8.4,7.85,8.03,8.04,0.19,-0.36,2.49,-4.71,-2.36,-2.23
B,23-May-06,2006-05-23,1,7.44,7.18,7.1,6.95,-0.58,-0.84,-6.96,-10.08,-11.04,-12.84
B,23-May-06,2006-05-23,2,7.59,7.17,7,6.94,-0.43,-0.85,-5.16,-10.20,-12.24,-12.96
B,23-May-06,2006-05-23,3,7.38,6.97,7.01,7.07,-0.64,-1.05,-7.68,-12.60,-12.12,-11.40
B,05-Jun-06,2006-06-05,1,9.9,8.83,9.8,8.65,2.17,1.10,27.47,13.93,26.21,11.65
B,05-Jun-06,2006-06-05,2,10.05,8.85,8.81,8.97,2.32,1.12,29.37,14.18,13.67,15.70
B,05-Jun-06,2006-06-05,3,9.77,8.6,8.77,8.57,2.04,0.87,25.83,11.02,13.17,10.64
B,19-Jun-06,2006-06-19,1,10.35,8.15,8.83,7.84,3.49,1.29,41.63,15.39,23.50,11.69
B,19-Jun-06,2006-06-19,2,10.37,8.08,8.88,7.89,3.51,1.22,41.86,14.55,24.09,12.29
B,19-Jun-06,2006-06-19,3,10.42,8.13,8.79,8.01,3.56,1.27,42.46,15.15,23.02,13.72
B,04-Jul-06,2006-07-04,1,9.41,6.85,7.31,6.71,1.76,-0.80,20.69,-9.41,-4.00,-11.05
B,04-Jul-06,2006-07-04,2,9.08,6.73,6.76,6.84,1.43,-0.92,16.81,-10.82,-10.46,-9.52
B,04-Jul-06,2006-07-04,3,8.39,6.73,7.03,6.5,0.74,-0.92,8.70,-10.82,-7.29,-13.52
B,17-Jul-06,2006-07-17,1,10.08,9.47,8,7.38,3.02,2.41,35.51,28.33,11.05,3.76
B,17-Jul-06,2006-07-17,2,10.05,8.12,8.45,7.65,2.99,1.06,35.15,12.46,16.34,6.94
B,17-Jul-06,2006-07-17,3,10.54,8.02,8.45,17.93,3.48,0.96,40.91,11.29,16.34,127.80
B,31-Jul-06,2006-07-31,1,4.97,4.86,4.8,4.74,0.69,0.58,8.03,6.75,6.05,5.35
B,31-Jul-06,2006-07-31,2,4.96,4.78,4.78,4.65,0.68,0.50,7.91,5.82,5.82,4.31
B,31-Jul-06,2006-07-31,3,4.88,4.74,4.79,4.72,0.60,0.46,6.98,5.35,5.94,5.12
B,11-Aug-06,2006-08-11,1,7.05,4.96,6.46,5.64,2.36,0.27,27.19,3.11,20.39,10.95
B,11-Aug-06,2006-08-11,2,6.97,5.1,6.32,5.59,2.28,0.41,26.27,4.72,18.78,10.37
B,11-Aug-06,2006-08-11,3,7.01,4.91,6.49,5.41,2.32,0.22,26.73,2.53,20.74,8.30
B,28-Aug-06,2006-08-28,1,11.06,9.5,9.38,7.92,3.87,2.31,47.44,28.31,26.84,8.95
B,28-Aug-06,2006-08-28,2,11.17,9.33,9.3,8.15,3.98,2.14,48.78,26.23,25.86,11.77
B,28-Aug-06,2006-08-28,3,11.42,9.28,9.21,8.06,4.23,2.09,51.85,25.62,24.76,10.66
B,07-May-07,2007-05-07,1,9.37,8.48,8.82,8.32,-0.45,-1.34,-5.76,-17.15,-12.80,-19.20
B,07-May-07,2007-05-07,2,9.58,8.51,8.92,8.44,-0.24,-1.31,-3.07,-16.77,-11.52,-17.67
B,07-May-07,2007-05-07,3,9.47,9.01,8.81,8.31,-0.35,-0.81,-4.48,-10.37,-12.93,-19.33
B,22-May-07,2007-05-22,1,11.04,9.69,9.34,9.22,3.06,1.71,34.91,19.51,15.51,14.15
B,22-May-07,2007-05-22,2,11.08,9.77,9.43,9.19,3.10,1.79,35.36,20.42,16.54,13.80
B,22-May-07,2007-05-22,3,11.13,9.73,9.46,9.31,3.15,1.75,35.93,19.96,16.88,15.17
B,04-Jun-07,2007-06-04,1,10.16,8.46,8.95,8.44,2.11,0.41,24.31,4.72,10.37,4.49
B,04-Jun-07,2007-06-04,2,10.09,8.57,8.95,8.53,2.04,0.52,23.50,5.99,10.37,5.53
B,04-Jun-07,2007-06-04,3,10.15,8.43,8.82,8.51,2.10,0.38,24.20,4.38,8.87,5.30
B,19-Jun-07,2007-06-19,1,11.04,8.92,9.07,8.74,3.00,0.88,36.77,10.79,12.62,8.58
B,19-Jun-07,2007-06-19,2,10.98,8.85,9.11,8.76,2.94,0.81,36.04,9.93,13.12,8.83
B,19-Jun-07,2007-06-19,3,11.02,8.9,9.05,8.74,2.98,0.86,36.53,10.54,12.38,8.58
B,03-Jul-07,2007-07-03,1,9.6,7.78,8.15,7.62,2.70,0.88,32.95,10.74,15.26,8.79
B,03-Jul-07,2007-07-03,2,9.47,7.61,7.98,7.55,2.57,0.71,31.37,8.67,13.18,7.93
B,03-Jul-07,2007-07-03,3,9.51,7.93,8.21,7.58,2.61,1.03,31.86,12.57,15.99,8.30
B,16-Jul-07,2007-07-16,1,9.28,6.85,7.5,6.95,2.27,-0.16,26.69,-1.88,5.76,-0.71
B,16-Jul-07,2007-07-16,2,9.95,7.15,7.72,7.09,2.94,0.14,34.57,1.65,8.35,0.94
B,16-Jul-07,2007-07-16,3,9.6,6.95,7.84,7,2.59,-0.06,30.45,-0.71,9.76,-0.12
B,30-Jul-07,2007-07-30,1,10.52,7.33,8.41,7.07,3.45,0.26,42.29,3.19,16.42,0.00
B,30-Jul-07,2007-07-30,2,10.86,7.35,8.28,6.93,3.79,0.28,46.45,3.43,14.83,-1.72
B,30-Jul-07,2007-07-30,3,10.69,7.27,8.2,7.12,3.62,0.20,44.37,2.45,13.85,0.61
B,13-Aug-07,2007-08-13,1,12.29,7.4,9.06,7.08,6.03,1.14,72.37,13.68,33.61,9.84
B,13-Aug-07,2007-08-13,2,11.98,7.29,9.54,7,5.72,1.03,68.65,12.36,39.37,8.88
B,13-Aug-07,2007-08-13,3,12.61,7.49,9.25,6.66,6.35,1.23,76.21,14.76,35.89,4.80
B,22-Aug-07,2007-08-22,1,10.03,6.18,7.44,6.05,1.90,-1.95,23.79,-24.42,-8.64,-26.05
B,22-Aug-07,2007-08-22,2,9.77,6.11,7.14,6.03,1.64,-2.02,20.54,-25.30,-12.40,-26.30
B,22-Aug-07,2007-08-22,3,9.63,6.03,7.53,5.83,1.50,-2.10,18.79,-26.30,-7.51,-28.80
B,12-May-08,2008-05-12,1,10.85,9.69,9.48,9.67,1.00,-0.16,12.00,-1.92,-4.44,-2.16
B,12-May-08,2008-05-12,2,9.4,9.25,9.45,9.46,-0.45,-0.60,-5.40,-7.20,-4.80,-4.68
B,12-May-08,2008-05-12,3,9.89,9.38,9.74,9.64,0.04,-0.47,0.48,-5.64,-1.32,-2.52
B,26-May-08,2008-05-26,1,9.05,8.55,8.95,8.61,1.24,0.74,14.67,8.75,13.49,9.46
B,26-May-08,2008-05-26,2,9.03,8.73,9.05,8.52,1.22,0.92,14.43,10.88,14.67,8.40
B,26-May-08,2008-05-26,3,8.65,8.84,8.35,8.45,0.84,1.03,9.94,12.18,6.39,7.57
B,09-Jun-08,2008-06-09,1,8.76,8.08,8.76,7.89,-1.43,-2.11,-17.16,-25.32,-17.16,-27.60
B,09-Jun-08,2008-06-09,2,8.68,8.45,8.69,8.49,-1.51,-1.74,-18.12,-20.88,-18.00,-20.40
B,09-Jun-08,2008-06-09,3,8.83,7.47,8.32,8.18,-1.36,-2.72,-16.32,-32.64,-22.44,-24.12
B,23-Jun-08,2008-06-23,1,9.99,8.5,8.15,7.79,3.28,1.79,39.37,21.48,17.28,12.96
B,23-Jun-08,2008-06-23,2,10.36,9.11,8.26,7.96,3.65,2.40,43.81,28.80,18.60,15.00
B,23-Jun-08,2008-06-23,3,10.08,8.72,8.17,8.27,3.37,2.01,40.45,24.12,17.52,18.72
B,07-Jul-08,2008-07-07,1,14.51,11.89,12.74,12.5,2.21,-0.41,27.68,-5.13,5.51,2.50
B,07-Jul-08,2008-07-07,2,14.44,12.29,12.57,12.69,2.14,-0.01,26.80,-0.13,3.38,4.88
B,07-Jul-08,2008-07-07,3,14.4,12.39,12.69,12.43,2.10,0.09,26.30,1.13,4.88,1.63
B,21-Jul-08,2008-07-21,1,3.13,1.94,2.32,2.43,-8.97,-10.16,-99.38,-112.56,-108.35,-107.13
B,21-Jul-08,2008-07-21,2,3.82,1.74,2.57,2.48,-8.28,-10.36,-91.73,-114.77,-105.58,-106.58
B,21-Jul-08,2008-07-21,3,2.16,1.57,2.43,2.52,-9.94,-10.53,-110.12,-116.66,-107.13,-106.13
B,05-Aug-08,2008-08-05,1,9.95,6.1,7.26,6.3,3.13,-0.72,37.57,-8.64,5.28,-6.24
B,05-Aug-08,2008-08-05,2,10.1,6.38,7.35,6.31,3.28,-0.44,39.37,-5.28,6.36,-6.12
B,05-Aug-08,2008-08-05,3,10.34,5.69,7.44,6.24,3.52,-1.13,42.25,-13.56,7.44,-6.96
B,18-Aug-08,2008-08-18,1,11.91,8.77,10.77,9,4.95,1.81,59.41,21.72,45.73,24.48
B,18-Aug-08,2008-08-18,2,11.8,8.57,10.19,8.68,4.84,1.61,58.09,19.32,38.77,20.64
B,18-Aug-08,2008-08-18,3,13.3,9.28,10.38,9.14,6.34,2.32,76.09,27.84,41.05,26.16
B,02-Sep-08,2008-09-02,1,6.75,6.51,6.52,5.73,-1.67,-1.91,-8.91,-10.19,-10.13,-14.35
B,02-Sep-08,2008-09-02,2,8.54,6.59,6.95,5.85,0.12,-1.83,0.64,-9.76,-7.84,-13.71
B,02-Sep-08,2008-09-02,3,8.74,5.1,6.4,5.41,0.32,-3.32,1.71,-17.71,-10.77,-16.06
B,11-May-09,2009-05-11,1,13.89,12.84,12.93,12.74,2.92,1.87,36.33,23.27,24.39,22.02
B,11-May-09,2009-05-11,2,13.81,12.83,12.99,13.05,2.84,1.86,35.34,23.14,25.13,25.88
B,11-May-09,2009-05-11,3,13.63,12.42,13.18,12.94,2.66,1.45,33.10,18.04,27.50,24.51
B,20-May-09,2009-05-20,1,9.96,9.24,9.46,9.11,-3.12,-3.84,-37.45,-46.09,-43.45,-47.65
B,20-May-09,2009-05-20,2,9.87,9.43,9.56,9.3,-3.21,-3.65,-38.53,-43.81,-42.25,-45.37
B,20-May-09,2009-05-20,3,9.93,9.34,9.28,9.16,-3.15,-3.74,-37.81,-44.89,-45.61,-47.05
B,08-Jun-09,2009-06-08,1,9.55,9.23,9.42,9.29,1.14,0.82,13.51,9.72,11.97,10.43
B,08-Jun-09,2009-06-08,2,9.5,9.25,9.4,9.29,1.09,0.84,12.92,9.96,11.74,10.43
B,08-Jun-09,2009-06-08,3,9.66,9.39,9.47,9.33,1.25,0.98,14.82,11.62,12.56,10.91
B,22-Jun-09,2009-06-22,1,6.25,5.41,5.51,5.86,-1.21,-2.05,-14.96,-25.34,-24.11,-19.78
B,22-Jun-09,2009-06-22,2,6.29,5.73,5.63,5.79,-1.17,-1.73,-14.46,-21.39,-22.62,-20.65
B,22-Jun-09,2009-06-22,3,6.57,5.51,5.66,6.42,-0.89,-1.95,-11.00,-24.11,-22.25,-12.86
B,06-Jul-09,2009-07-06,1,6.31,6.13,5.61,5.52,-1.53,-1.71,-18.75,-20.96,-27.33,-28.44
B,06-Jul-09,2009-07-06,2,6.63,6,5.82,5.53,-1.21,-1.84,-14.83,-22.55,-24.76,-28.31
B,06-Jul-09,2009-07-06,3,6.6,6.28,5.63,5.73,-1.24,-1.56,-15.20,-19.12,-27.09,-25.86
B,20-Jul-09,2009-07-20,1,7.75,7.49,7.53,7.42,-0.06,-0.32,-0.75,-3.98,-3.48,-4.85
B,20-Jul-09,2009-07-20,2,7.37,7.18,7.27,7.24,-0.44,-0.63,-5.47,-7.83,-6.71,-7.09
B,20-Jul-09,2009-07-20,3,7.77,7.02,7.3,7.34,-0.04,-0.79,-0.50,-9.82,-6.34,-5.84
B,04-Aug-09,2009-08-04,1,7.92,6.611,7.62,6.65,0.08,-1.23,0.90,-13.88,-2.49,-13.44
B,04-Aug-09,2009-08-04,2,7.97,6.77,7.64,7.14,0.13,-1.07,1.47,-12.09,-2.26,-7.91
B,04-Aug-09,2009-08-04,3,8.11,6.86,7.56,7.06,0.27,-0.98,3.05,-11.07,-3.16,-8.81
B,17-Aug-09,2009-08-17,1,9.54,8.04,8.21,7.84,1.20,-0.30,14.40,-3.60,-1.56,-6.00
B,17-Aug-09,2009-08-17,2,9.4,8.18,8.39,7.86,1.06,-0.16,12.72,-1.92,0.60,-5.76
B,17-Aug-09,2009-08-17,3,9.48,8.14,8.36,7.84,1.14,-0.20,13.68,-2.40,0.24,-6.00
B,31-Aug-09,2009-08-31,1,7.6,6.56,6.86,7.06,-0.08,-1.12,-0.85,-11.95,-8.75,-6.61
B,31-Aug-09,2009-08-31,2,7.31,6.64,7.18,7.08,-0.37,-1.04,-3.95,-11.10,-5.33,-6.40
B,31-Aug-09,2009-08-31,3,7.45,6.67,7.13,7.07,-0.23,-1.01,-2.45,-10.77,-5.87,-6.51
B,10-May-10,2010-05-10,1,10.07,9.6,9.85,9.41,1.73,1.26,20.34,14.81,17.75,12.58
B,10-May-10,2010-05-10,2,9.73,9.58,9.75,9.54,1.39,1.24,16.34,14.58,16.58,14.11
B,10-May-10,2010-05-10,3,9.95,9.56,9.41,9.65,1.61,1.22,18.93,14.34,12.58,15.40
B,25-May-10,2010-05-25,1,10.65,8.86,8.62,9.76,1.54,-0.25,21.12,-3.43,-6.72,8.92
B,25-May-10,2010-05-25,2,10.5,9,8.5,9.8,1.39,-0.11,19.07,-1.51,-8.37,9.46
B,25-May-10,2010-05-25,3,11.58,8.63,8.58,9.33,2.47,-0.48,33.88,-6.58,-7.27,3.02
B,07-Jun-10,2010-06-07,1,9.35,8.82,9.18,8.83,1.58,1.05,18.96,12.60,16.92,12.72
B,07-Jun-10,2010-06-07,2,9.45,8.89,9.1,8.82,1.68,1.12,20.16,13.44,15.96,12.60
B,07-Jun-10,2010-06-07,3,9.26,8.83,9.29,8.82,1.49,1.06,17.88,12.72,18.24,12.60
B,21-Jun-10,2010-06-21,1,8.04,7.85,7.32,7.9,0.62,0.43,7.60,5.27,-1.23,5.88
B,21-Jun-10,2010-06-21,2,8.18,7.74,7.73,7.02,0.76,0.32,9.32,3.92,3.80,-4.90
B,21-Jun-10,2010-06-21,3,8.72,7.06,8.33,8.03,1.30,-0.36,15.93,-4.41,11.15,7.48
B,05-Jul-10,2010-07-05,1,8.33,5.39,5.15,5.83,0.68,-2.26,8.16,-27.12,-30.00,-21.84
B,05-Jul-10,2010-07-05,2,8.74,5.03,5.06,5.19,1.09,-2.62,13.08,-31.44,-31.08,-29.52
B,05-Jul-10,2010-07-05,3,8.55,5.09,6.85,5.72,0.90,-2.56,10.80,-30.72,-9.60,-23.16
B,14-Jul-10,2010-07-14,1,8.42,6.99,7.82,7.09,-0.21,-1.64,-1.48,-11.52,-5.69,-10.82
B,14-Jul-10,2010-07-14,2,8.56,7.5,8.11,7.21,-0.07,-1.13,-0.49,-7.94,-3.65,-9.98
B,14-Jul-10,2010-07-14,3,8.51,7.21,7.77,7.75,-0.12,-1.42,-0.84,-9.98,-6.04,-6.18
B,03-Aug-10,2010-08-03,1,8.92,7.28,8.2,8.28,2.33,0.69,27.96,8.28,19.32,20.28
B,03-Aug-10,2010-08-03,2,8.49,7.37,8.85,7.09,1.90,0.78,22.80,9.36,27.12,6.00
B,03-Aug-10,2010-08-03,3,9.19,7.45,8.37,7.18,2.60,0.86,31.20,10.32,21.36,7.08
B,16-Aug-10,2010-08-16,1,9.77,6.33,8.43,6.59,2.61,-0.83,31.32,-9.96,15.24,-6.84
B,16-Aug-10,2010-08-16,2,10.11,6.7,8.53,6.57,2.95,-0.46,35.41,-5.52,16.44,-7.08
B,16-Aug-10,2010-08-16,3,9.86,6.41,7.81,6.22,2.70,-0.75,32.40,-9.00,7.80,-11.28
B,30-Aug-10,2010-08-30,1,11.33,10.54,11.6,11.06,4.00,3.21,50.09,40.20,53.48,46.71
B,30-Aug-10,2010-08-30,2,11.3,10.07,11.82,10.89,3.97,2.74,49.72,34.31,56.23,44.58
B,30-Aug-10,2010-08-30,3,12.23,10.67,11.72,11.01,4.90,3.34,61.37,41.83,54.98,46.09
B,09-May-11,2011-05-09,1,8.91,8.61,8.93,7.48,-0.56,-0.86,-6.72,-10.32,-6.48,-23.88
B,09-May-11,2011-05-09,2,8.95,8.7,8.32,8.44,-0.52,-0.77,-6.24,-9.24,-13.80,-12.36
B,09-May-11,2011-05-09,3,8.88,8.67,8.49,8.2,-0.59,-0.80,-7.08,-9.60,-11.76,-15.24
B,24-May-11,2011-05-24,1,10.49,9.9,9.55,9.26,1.76,1.17,21.12,14.04,9.84,6.36
B,24-May-11,2011-05-24,2,10.45,9.81,9.48,9.31,1.72,1.08,20.64,12.96,9.00,6.96
B,24-May-11,2011-05-24,3,10.56,9.78,9.6,9.32,1.83,1.05,21.96,12.60,10.44,7.08
B,06-Jun-11,2011-06-06,1,8.97,8.04,8.31,8.1,0.48,-0.45,5.76,-5.40,-2.16,-4.68
B,06-Jun-11,2011-06-06,2,8.87,8.06,8.23,8.15,0.38,-0.43,4.56,-5.16,-3.12,-4.08
B,06-Jun-11,2011-06-06,3,8.81,8.02,8.24,8.13,0.32,-0.47,3.84,-5.64,-3.00,-4.32
B,20-Jun-11,2011-06-20,1,7.09,6.36,5.78,6.47,-0.18,-0.91,-2.21,-11.15,-18.26,-9.81
B,20-Jun-11,2011-06-20,2,6.58,6.25,6.63,5.8,-0.69,-1.02,-8.46,-12.50,-7.84,-18.02
B,20-Jun-11,2011-06-20,3,6.82,6.23,6.8,6.81,-0.45,-1.04,-5.52,-12.75,-5.76,-5.64
B,04-Jul-11,2011-07-04,1,12.07,7.32,8.71,7.33,5.51,0.76,70.54,9.73,27.52,9.86
B,04-Jul-11,2011-07-04,2,11.94,7.65,8.64,7.41,5.38,1.09,68.87,13.95,26.63,10.88
B,04-Jul-11,2011-07-04,3,12.19,7.23,8.53,7.44,5.63,0.67,72.07,8.58,25.22,11.27
B,13-Jul-11,2011-07-13,1,11.22,7.59,8.48,7.78,3.96,0.33,49.59,4.13,15.28,6.51
B,13-Jul-11,2011-07-13,2,11.01,7.56,8.56,7.67,3.75,0.30,46.96,3.76,16.28,5.13
B,13-Jul-11,2011-07-13,3,11.18,7.57,8.67,7.76,3.92,0.31,49.09,3.88,17.66,6.26
B,02-Aug-11,2011-08-02,1,10.62,6.66,9.42,7.03,3.46,-0.50,41.53,-6.00,27.12,-1.56
B,02-Aug-11,2011-08-02,2,9.83,6.8,10.45,7.35,2.67,-0.36,32.04,-4.32,39.49,2.28
B,02-Aug-11,2011-08-02,3,9.6,,9.72,7.08,2.44,,29.28,,30.72,-0.96
B,15-Aug-11,2011-08-15,1,10.71,6.17,7.95,6.04,3.32,-1.22,39.85,-14.64,6.72,-16.20
B,15-Aug-11,2011-08-15,2,10.61,5.92,8.12,6.27,3.22,-1.47,38.65,-17.64,8.76,-13.44
B,15-Aug-11,2011-08-15,3,10.78,6.09,7.86,6.34,3.39,-1.30,40.69,-15.60,5.64,-12.60
B,29-Aug-11,2011-08-29,1,10.36,7.75,9.01,8.02,2.68,0.07,32.16,0.84,15.96,4.08
B,29-Aug-11,2011-08-29,2,10.23,7.52,8.92,8.07,2.55,-0.16,30.60,-1.92,14.88,4.68
B,29-Aug-11,2011-08-29,3,10.38,7.37,9,8.14,2.70,-0.31,32.40,-3.72,15.84,5.52
B,07-May-12,2012-05-07,1,10.58,9.58,9.8,9.68,1.02,0.02,11.99,0.24,2.82,1.41
B,07-May-12,2012-05-07,2,10.48,9.55,9.82,9.73,0.92,-0.01,10.82,-0.12,3.06,2.00
B,07-May-12,2012-05-07,3,10.3,9.56,9.78,9.54,0.74,0.00,8.70,0.00,2.59,-0.24
B,22-May-12,2012-05-22,1,9.24,8.87,8.83,8.8,0.39,0.02,4.41,0.23,-0.23,-0.56
B,22-May-12,2012-05-22,2,9.13,8.89,8.95,8.88,0.28,0.04,3.16,0.45,1.13,0.34
B,22-May-12,2012-05-22,3,9.18,8.82,9.01,8.83,0.33,-0.03,3.73,-0.34,1.81,-0.23
B,04-Jun-12,2012-06-04,1,9.08,8.43,8.56,8.67,1.09,0.44,13.08,5.28,6.84,8.16
B,04-Jun-12,2012-06-04,2,9.11,8.64,8.92,8.55,1.12,0.65,13.44,7.80,11.16,6.72
B,04-Jun-12,2012-06-04,3,8.91,8.51,8.7,8.68,0.92,0.52,11.04,6.24,8.52,8.28
B,18-Jun-12,2012-06-18,1,9.13,7.96,8.2,8.27,0.87,-0.30,10.23,-3.53,-0.71,0.12
B,18-Jun-12,2012-06-18,2,9.14,8.01,8.46,8.2,0.88,-0.25,10.35,-2.94,2.35,-0.71
B,18-Jun-12,2012-06-18,3,9.06,7.99,8.45,8.23,0.80,-0.27,9.41,-3.17,2.23,-0.35
B,28-Jun-12,2012-06-28,1,8.79,7.51,8.08,7.68,1.30,0.02,16.28,0.25,7.39,2.38
B,28-Jun-12,2012-06-28,2,8.73,7.52,8.31,7.63,1.24,0.03,15.53,0.38,10.27,1.75
B,28-Jun-12,2012-06-28,3,8.78,7.43,8.14,7.63,1.29,-0.06,16.16,-0.75,8.14,1.75
B,16-Jul-12,2012-07-16,1,7.7,6.15,7.3,6.51,-0.10,-1.65,-1.11,-18.28,-5.54,-14.29
B,16-Jul-12,2012-07-16,2,8.5,6.08,7.21,6.5,0.70,-1.72,7.76,-19.06,-6.54,-14.40
B,16-Jul-12,2012-07-16,3,7.65,6.23,7.11,6.51,-0.15,-1.57,-1.66,-17.39,-7.64,-14.29
B,25-Jul-12,2012-07-25,1,9.72,6.76,8.1,7.11,2.39,-0.57,29.93,-7.14,9.64,-2.76
B,25-Jul-12,2012-07-25,2,10.31,7,8.76,7.17,2.98,-0.33,37.32,-4.13,17.91,-2.00
B,25-Jul-12,2012-07-25,3,9.46,7.01,8.49,7.09,2.13,-0.32,26.68,-4.01,14.53,-3.01
B,13-Aug-12,2012-08-13,1,11.92,5.83,9.58,6.73,4.44,-1.65,51.16,-19.01,24.20,-8.64
B,13-Aug-12,2012-08-13,2,11.64,5.71,9.46,6.78,4.16,-1.77,47.93,-20.39,22.81,-8.07
B,13-Aug-12,2012-08-13,3,10.91,5.56,9.48,6.95,3.43,-1.92,39.52,-22.12,23.04,-6.11
B,27-Aug-12,2012-08-27,1,13.81,5.6,9.05,6.39,5.83,-2.38,63.37,-25.87,11.63,-17.28
B,27-Aug-12,2012-08-27,2,13.3,5.45,9.87,6.7,5.32,-2.53,57.83,-27.50,20.54,-13.91
B,27-Aug-12,2012-08-27,3,13.7,6.07,9.71,6.6,5.72,-1.91,62.17,-20.76,18.80,-15.00
B,21-May-13,2013-05-21,1,15.2,9.61,9.44,9.11,5.31,-0.28,59.98,-3.16,-5.08,-8.81
B,21-May-13,2013-05-21,2,15.2,9.82,9.64,9.28,5.31,-0.07,59.98,-0.79,-2.82,-6.89
B,21-May-13,2013-05-21,3,14.92,9.75,9.65,9.54,5.03,-0.14,56.82,-1.58,-2.71,-3.95
B,03-Jun-13,2013-06-03,1,9.83,8.25,8.47,8.35,1.66,0.08,18.75,0.90,3.39,2.03
B,03-Jun-13,2013-06-03,2,9.77,8.26,8.38,8.22,1.60,0.09,18.07,1.02,2.37,0.56
B,03-Jun-13,2013-06-03,3,9.93,8.31,8.53,8.3,1.76,0.14,19.88,1.58,4.07,1.47
B,17-Jun-13,2013-06-17,1,8.93,8.11,8.24,8.25,0.96,0.14,11.29,1.65,3.17,3.29
B,17-Jun-13,2013-06-17,2,9.14,8.12,8.43,8.22,1.17,0.15,13.76,1.76,5.41,2.94
B,17-Jun-13,2013-06-17,3,9.3,8.03,8.51,8.34,1.33,0.06,15.64,0.71,6.35,4.35
B,02-Jul-13,2013-07-02,1,9.85,7.44,8.71,7.86,1.91,-0.50,21.58,-5.65,8.70,-0.90
B,02-Jul-13,2013-07-02,2,10.33,7.74,8.65,7.88,2.39,-0.20,27.00,-2.26,8.02,-0.68
B,02-Jul-13,2013-07-02,3,10.17,7.62,8.54,7.95,2.23,-0.32,25.19,-3.61,6.78,0.11
B,15-Jul-13,2013-07-15,1,12.83,8.15,9.53,8,5.31,0.63,61.18,7.26,23.16,5.53
B,15-Jul-13,2013-07-15,2,12.81,7.93,9.85,8.35,5.29,0.41,60.95,4.72,26.85,9.56
B,15-Jul-13,2013-07-15,3,13.17,7.79,9.93,8.18,5.65,0.27,65.10,3.11,27.77,7.60
B,29-Jul-13,2013-07-29,1,11.2,7.03,8.45,6.88,3.97,-0.20,43.98,-2.22,13.52,-3.88
B,29-Jul-13,2013-07-29,2,11.85,6.98,8.29,7.09,4.62,-0.25,51.18,-2.77,11.74,-1.55
B,29-Jul-13,2013-07-29,3,11.5,6.44,8.21,7.01,4.27,-0.79,47.31,-8.75,10.86,-2.44
B,12-Aug-13,2013-08-12,1,10.69,7.54,9.32,7.7,2.04,-1.11,23.04,-12.54,7.57,-10.73
B,12-Aug-13,2013-08-12,2,11.06,7.2,9.55,7.74,2.41,-1.45,27.22,-16.38,10.17,-10.28
B,12-Aug-13,2013-08-12,3,10.81,7.34,8.82,7.54,2.16,-1.31,24.40,-14.80,1.92,-12.54
B,26-Aug-13,2013-08-26,1,11.26,6.65,9.6,7.04,3.78,-0.83,42.70,-9.38,23.95,-4.97
B,26-Aug-13,2013-08-26,2,12.85,6.52,9.5,6.93,5.37,-0.96,60.66,-10.84,22.82,-6.21
B,26-Aug-13,2013-08-26,3,11.4,6.51,9.31,7.07,3.92,-0.97,44.28,-10.96,20.67,-4.63
B,12-May-14,2014-05-12,1,10.51,8.47,8.76,6.86,0.71,-1.33,9.30,-17.41,-13.62,-38.49
B,12-May-14,2014-05-12,2,10.34,9.45,8.4,7.55,0.54,-0.35,7.07,-4.58,-18.33,-29.46
B,12-May-14,2014-05-12,3,11.46,9.65,9.6,8.05,1.66,-0.15,21.73,-1.96,-2.62,-22.91
B,26-May-14,2014-05-26,1,8.6,5.32,7.55,6.92,0.87,-2.41,10.44,-28.92,-2.16,-9.72
B,26-May-14,2014-05-26,2,8.46,5.23,5.66,6.9,0.73,-2.50,8.76,-30.00,-24.84,-9.96
B,26-May-14,2014-05-26,3,8.01,7.34,7.2,6.28,0.28,-0.39,3.36,-4.68,-6.36,-17.40
