LAKE,Date,Date2,TreatmentNewLabel,TreatmentOldLabel,Repl_1_3,Reading_a_b_c,VolFiltered_L,ExtractVol_mL,ScanNo,A480,A630C,A645B,A665A,A750,Chl_a_ug_L,CHLB,CHLC,Total_chl,Chl_comment
B,20-Jun-02,2002-06-20,Surface,S,2,a,0.25,10.00,0,0.07,0.02,0.02,0.07,0.00,28.53,-0.93,3.69,0.74,
B,03-Jul-02,2002-07-03,Integrated,I,1,a,0.25,10.00,0,0.04,-0.02,-0.02,0.01,-0.03,17.81,-1.47,1.19,0.45,
B,03-Jul-02,2002-07-03,Surface,S,1,a,0.25,10.00,0,0.04,-0.02,-0.02,0.01,-0.03,18.48,-0.31,1.01,0.48,
B,06-May-03,2003-05-06,Integrated,I,1,a,0.50,10.00,,0.08,0.02,0.03,0.06,0.02,9.11,-1.01,0.60,8.70,
B,06-May-03,2003-05-06,Integrated,I,2,a,0.50,10.00,,0.05,0.01,0.01,0.03,-0.01,9.88,2.62,4.30,16.81,
B,06-May-03,2003-05-06,Surface,S,1,a,0.50,10.00,,0.07,0.02,0.02,0.05,0.01,8.28,-0.81,0.89,8.36,
B,06-May-03,2003-05-06,Surface,S,2,a,0.50,10.00,,0.06,0.01,0.16,0.42,0.01,,17.98,-33.56,,"Delete chl-a value of 94, way off other measurements arouns 9."
B,21-May-03,2003-05-21,Integrated,I,1,a,0.50,10.00,,0.04,-0.01,-0.01,0.00,-0.01,3.54,-0.26,0.79,4.07,
B,21-May-03,2003-05-21,Integrated,I,2,a,0.50,10.00,,0.04,0.00,0.00,0.02,-0.01,6.66,-0.52,1.06,7.19,
B,21-May-03,2003-05-21,Surface,S,1,a,0.50,10.00,,0.04,-0.01,-0.01,0.00,-0.02,4.15,0.18,1.80,6.14,
B,21-May-03,2003-05-21,Surface,S,2,a,0.50,10.00,,0.05,0.00,0.00,0.01,-0.01,4.88,0.38,2.91,8.18,
B,04-Jun-03,2003-06-04,Integrated,I,1,a,0.25,10.00,,0.12,0.02,0.02,0.09,0.00,45.15,-1.44,4.48,48.20,
B,04-Jun-03,2003-06-04,Integrated,I,2,a,0.25,10.00,,0.11,0.01,0.01,0.09,-0.01,43.62,-2.15,4.03,45.50,
B,04-Jun-03,2003-06-04,Surface,S,1,a,0.25,10.00,,0.09,0.02,0.03,0.09,0.00,38.51,-1.65,4.33,41.20,
B,04-Jun-03,2003-06-04,Surface,S,1,b,0.25,10.00,,0.07,0.01,0.02,0.07,-0.01,36.65,-1.60,3.39,38.43,
B,04-Jun-03,2003-06-04,Surface,S,2,a,0.25,10.00,,0.10,0.02,0.02,0.09,0.00,41.43,-1.58,4.46,44.31,
B,20-Jun-03,2003-06-20,Integrated,I,1,a,0.20,10.00,,0.08,0.02,0.02,0.06,0.01,29.35,-2.39,2.75,29.70,
B,20-Jun-03,2003-06-20,Integrated,I,2,a,0.20,10.00,,0.09,0.03,0.03,0.07,0.02,32.25,-2.48,3.19,32.96,
B,20-Jun-03,2003-06-20,Surface,S,1,a,0.15,10.00,,0.06,0.01,0.02,0.06,0.00,39.03,-3.03,2.41,38.42,
B,20-Jun-03,2003-06-20,Surface,S,2,a,0.15,10.00,,0.08,0.01,0.01,0.05,0.00,43.48,-3.89,2.26,41.85,
B,27-Jun-03,2003-06-27,Integrated,I,1,a,0.20,10.00,,0.11,0.01,0.02,0.09,0.00,49.53,-3.88,2.55,48.19,
B,27-Jun-03,2003-06-27,Integrated,I,2,a,0.20,10.00,,0.12,0.02,0.03,0.10,0.00,55.19,-1.27,6.68,60.60,
B,27-Jun-03,2003-06-27,Surface,S,1,a,0.20,10.00,,0.09,0.01,0.02,0.08,0.00,45.96,-3.82,2.29,44.43,
B,27-Jun-03,2003-06-27,Surface,S,2,a,0.20,10.00,,0.09,0.01,0.02,0.08,0.00,47.29,-3.57,2.52,46.24,
B,14-Jul-03,2003-07-14,Integrated,I,1,a,0.50,10.00,,0.37,0.10,0.13,0.47,0.01,105.39,-2.85,11.10,113.64,
B,14-Jul-03,2003-07-14,Integrated,I,2,a,0.50,10.00,,0.35,0.08,0.11,0.43,-0.01,99.12,-2.59,10.88,107.41,
B,14-Jul-03,2003-07-14,Surface,S,1,a,0.50,10.00,,0.33,0.09,0.12,0.44,0.00,100.94,-2.88,10.51,108.58,
B,14-Jul-03,2003-07-14,Surface,S,2,a,0.50,10.00,,0.37,0.09,0.12,0.46,0.00,106.19,-2.91,11.58,114.87,
B,29-Jul-03,2003-07-29,Integrated,I,1,a,0.25,10.00,,0.27,0.06,0.08,0.34,-0.01,157.28,-5.87,17.38,168.79,
B,29-Jul-03,2003-07-29,Integrated,I,2,a,0.25,10.00,,0.28,0.07,0.09,0.03,0.00,,62.23,38.19,,"Delete chl a value of 9.2 because far away from repl. 1 (157) and surface values (155, 163)"
B,29-Jul-03,2003-07-29,Surface,S,1,a,0.25,10.00,,0.26,0.07,0.09,0.34,0.00,154.94,-6.55,16.20,164.58,
B,29-Jul-03,2003-07-29,Surface,S,2,a,0.25,10.00,,0.28,0.07,0.10,0.36,0.00,163.10,-6.62,18.07,174.56,
B,13-Aug-03,2003-08-13,Integrated,I,1,a,0.25,10.00,,0.20,0.02,0.03,0.14,0.00,62.68,-3.75,4.25,63.17,
B,13-Aug-03,2003-08-13,Integrated,I,2,a,0.25,10.00,,0.23,0.03,0.04,0.15,0.00,69.84,-4.53,4.70,70.01,
B,13-Aug-03,2003-08-13,Surface,S,1,a,0.25,10.00,,0.20,0.02,0.03,0.13,-0.01,61.44,-3.36,5.13,63.22,
B,13-Aug-03,2003-08-13,Surface,S,2,a,0.25,10.00,,0.21,0.02,0.03,0.13,0.00,60.57,-3.27,5.01,62.31,
B,20-Aug-03,2003-08-20,Integrated,I,1,a,0.25,10.00,,0.15,0.02,0.02,0.10,0.00,43.17,-2.68,2.95,43.44,
B,20-Aug-03,2003-08-20,Integrated,I,2,a,0.25,10.00,,0.13,0.01,0.01,0.08,-0.01,39.92,-2.77,2.73,39.88,
B,20-Aug-03,2003-08-20,Surface,S,1,a,0.25,10.00,,0.12,0.02,0.02,0.07,0.00,32.33,-2.17,2.73,32.89,
B,20-Aug-03,2003-08-20,Surface,S,2,a,0.25,10.00,,0.13,0.02,0.02,0.08,0.00,35.82,-2.19,3.35,36.97,
B,07-May-04,2004-05-07,Integrated,Composite,1,a,0.75,10.00,June 2,0.03,-0.01,-0.01,0.01,-0.01,3.32,-0.39,0.09,3.03,
B,07-May-04,2004-05-07,Integrated,composite,2,a,0.75,10.00,June 2,0.03,-0.01,-0.01,0.01,-0.01,3.19,-0.45,-0.06,2.68,
B,07-May-04,2004-05-07,Surface,surface,1,a,1.00,10.00,June 2,0.02,-0.01,-0.01,0.01,-0.01,2.42,-0.03,0.59,2.99,
B,07-May-04,2004-05-07,Surface,Surface,2,a,1.00,10.00,July 2,0.02,-0.02,-0.01,0.00,-0.02,2.25,-0.30,0.15,2.10,
B,26-May-04,2004-05-26,Integrated,Composite,1,a,0.50,10.00,"#10, July 13, 2005",0.05,0.00,0.00,0.06,-0.02,16.93,-0.21,1.24,17.96,
B,26-May-04,2004-05-26,Integrated,Composite,2,a,1.50,10.00,,0.06,0.02,0.03,0.07,0.01,5.08,-0.14,0.69,5.63,
B,26-May-04,2004-05-26,Surface,Surface,1,a,1.50,10.00,,0.06,0.02,0.03,0.08,0.01,5.14,-0.09,0.69,5.75,
B,26-May-04,2004-05-26,Surface,Surface,2,a,1.50,10.00,,0.07,0.03,0.03,0.09,0.01,5.69,-0.09,0.77,6.38,
B,04-Jun-04,2004-06-04,Integrated,Composite,1,a,0.25,10.00,,0.03,0.02,0.02,0.04,0.02,11.40,-0.91,1.95,12.43,
B,04-Jun-04,2004-06-04,Integrated,Composite,2,a,0.25,10.00,,0.03,0.02,0.02,0.04,0.01,10.86,-0.52,2.14,12.48,
B,04-Jun-04,2004-06-04,Surface,Surface,1,a,0.25,10.00,,0.03,0.02,0.02,0.04,0.01,10.79,-0.56,1.54,11.77,
B,04-Jun-04,2004-06-04,Surface,Surface,2,a,0.25,10.00,,0.03,0.01,0.01,0.03,0.01,10.06,-0.30,1.52,11.28,
B,16-Jun-04,2004-06-16,Integrated,comp,1,a,0.50,10.00,2004-06-16,0.05,0.03,0.03,0.06,0.02,10.05,-0.40,1.63,11.28,
B,16-Jun-04,2004-06-16,Integrated,comp,2,a,0.50,10.00,2004-06-16,0.04,0.01,0.02,0.05,0.01,9.56,-0.52,1.12,10.16,
B,16-Jun-04,2004-06-16,Surface,surf,1,a,0.50,10.00,2004-06-16,0.04,0.01,0.01,0.04,0.00,9.18,-0.05,1.56,10.70,
B,16-Jun-04,2004-06-16,Surface,surf,2,a,0.50,10.00,2004-06-16,0.04,0.02,0.02,0.05,0.01,8.82,-0.11,1.43,10.14,
B,28-Jun-04,2004-06-28,Integrated,Composite,1,a,0.50,10.00,Sept 18,0.06,0.01,0.01,0.06,0.00,13.60,-0.49,1.22,14.33,
B,28-Jun-04,2004-06-28,Integrated,Composite,2,a,0.50,10.00,Sept 18,0.07,0.00,0.01,0.06,-0.01,14.53,-0.41,1.50,15.62,
B,28-Jun-04,2004-06-28,Surface,surface,1,a,0.50,10.00,Sept 18,0.09,0.03,0.03,0.08,0.01,14.14,-0.52,1.38,15.00,
B,28-Jun-04,2004-06-28,Surface,Surface,2,a,0.50,10.00,Sept 18,0.08,0.01,0.01,0.06,-0.01,14.95,-0.53,1.21,15.64,
B,12-Jul-04,2004-07-12,Integrated,comp,1,a,0.50,10.00,2004-07-12,0.07,0.03,0.03,0.07,0.02,12.91,-0.48,2.30,14.73,
B,12-Jul-04,2004-07-12,Integrated,comp,2,a,0.50,10.00,2004-07-12,0.08,0.03,0.04,0.08,0.02,14.88,-0.53,2.02,16.36,
B,12-Jul-04,2004-07-12,Surface,surf,1,a,0.50,10.00,2004-07-12,0.07,0.02,0.02,0.06,0.00,14.10,-0.56,1.92,15.46,
B,12-Jul-04,2004-07-12,Surface,surf,2,a,0.50,10.00,2004-07-12,0.07,0.02,0.02,0.07,0.01,14.38,-0.39,1.90,15.89,
B,29-Jul-04,2004-07-29,Integrated,comp,1,a,0.25,10.00,2004-07-29,0.15,0.03,0.04,0.15,0.01,63.13,-3.82,5.40,64.71,
B,29-Jul-04,2004-07-29,Integrated,comp,2,a,0.25,10.00,2004-07-29,0.16,0.04,0.05,0.16,0.01,68.12,-4.32,5.46,69.27,
B,29-Jul-04,2004-07-29,Surface,surf,1,a,0.25,10.00,2004-07-29,0.17,0.05,0.06,0.18,0.02,72.49,-4.71,6.37,74.15,
B,29-Jul-04,2004-07-29,Surface,surf,2,a,0.25,10.00,2004-07-29,0.17,0.04,0.05,0.17,0.01,74.02,-4.68,6.45,75.79,
B,11-Aug-04,2004-08-11,Integrated,comp,1,a,0.25,10.00,2004-08-11,0.11,0.04,0.04,0.14,0.01,56.81,-4.17,5.82,58.46,
B,11-Aug-04,2004-08-11,Integrated,comp,2,a,0.25,10.00,2004-08-11,0.13,0.04,0.05,0.15,0.02,61.84,-4.66,7.21,64.40,
B,11-Aug-04,2004-08-11,Surface,surf,1,a,0.25,10.00,2004-08-11,0.13,0.04,0.05,0.15,0.02,61.28,-5.51,6.52,62.29,
B,11-Aug-04,2004-08-11,Surface,surf,2,a,0.25,10.00,2004-08-11,0.01,0.04,0.05,0.16,0.01,67.24,-5.34,7.61,69.51,
B,10-May-05,2005-05-10,Integrated,Integrated,1,a,0.75,10.00,,0.02,0.01,0.01,0.02,0.00,2.78,0.15,0.59,3.52,
B,10-May-05,2005-05-10,Integrated,Integrated,2,a,0.75,10.00,,0.02,0.01,0.01,0.02,0.00,2.32,-0.24,0.18,2.26,
B,10-May-05,2005-05-10,Surface,Surface,1,a,0.75,10.00,,0.02,0.00,0.01,0.02,0.00,2.52,-0.22,0.30,2.60,
B,10-May-05,2005-05-10,Surface,Surface,2,a,0.75,10.00,,0.03,0.01,0.01,0.02,0.00,2.70,-0.14,0.27,2.84,
B,20-May-05,2005-05-20,Integrated,Integrated,1,a,0.50,10.00,,0.03,0.02,0.03,0.03,0.02,3.22,2.07,0.00,5.28,
B,20-May-05,2005-05-20,Integrated,Integrated,2,a,0.50,10.00,,0.03,0.02,0.02,0.03,0.01,3.24,-0.42,0.85,3.67,
B,20-May-05,2005-05-20,Surface,Surface,1,a,0.50,10.00,,0.03,0.02,0.02,0.03,0.02,3.31,-0.42,0.80,3.68,
B,20-May-05,2005-05-20,Surface,Surface,2,a,0.50,10.00,,0.03,0.02,0.02,0.03,0.02,3.21,-0.07,1.09,4.22,
B,03-Jun-05,2005-06-03,Integrated,,1,a,0.75,10.00,,0.02,-0.01,-0.01,0.02,-0.02,5.95,-1.29,2.91,7.57,
B,03-Jun-05,2005-06-03,Integrated,,2,a,0.75,10.00,,0.02,-0.01,-0.02,0.01,-0.03,5.83,-1.11,3.10,7.82,
B,03-Jun-05,2005-06-03,Surface,,1,a,0.75,10.00,,0.02,0.00,0.00,0.01,0.00,1.79,-0.08,0.06,1.78,
B,03-Jun-05,2005-06-03,Surface,,2,a,0.75,10.00,,0.01,-0.01,-0.01,0.00,-0.02,2.06,0.19,0.31,2.57,
B,17-Jun-05,2005-06-17,Integrated,,1,a,0.75,10.00,,0.01,0.00,0.00,0.00,-0.01,1.47,0.00,-0.01,1.46,
B,17-Jun-05,2005-06-17,Integrated,,2,a,0.75,10.00,,0.01,-0.01,-0.01,0.00,-0.01,1.55,0.02,-0.07,1.50,
B,17-Jun-05,2005-06-17,Surface,,1,a,0.75,10.00,,0.02,0.01,0.01,0.02,0.01,1.44,0.03,0.21,1.68,
B,17-Jun-05,2005-06-17,Surface,,2,a,0.75,10.00,,0.01,0.00,0.00,0.01,0.00,1.26,-0.06,0.03,1.23,
B,30-Jun-05,2005-06-30,Integrated,,1,a,0.75,10.00,,0.03,0.00,0.00,0.02,0.00,3.47,0.00,0.11,3.58,
B,30-Jun-05,2005-06-30,Integrated,,2,a,0.75,10.00,,0.02,-0.01,0.00,0.01,-0.01,3.51,-0.04,0.05,3.52,
B,30-Jun-05,2005-06-30,Surface,,1,a,0.75,10.00,,0.02,-0.01,-0.01,0.00,-0.02,3.37,0.03,-0.15,3.25,
B,30-Jun-05,2005-06-30,Surface,,2,a,0.75,10.00,,0.02,-0.01,-0.01,0.01,-0.01,3.19,-0.14,-0.14,2.91,
B,15-Jul-05,2005-07-15,Integrated,,1,a,0.25,10.00,,0.08,0.03,0.04,0.10,0.02,37.55,-2.41,2.99,38.13,
B,15-Jul-05,2005-07-15,Integrated,,2,a,0.25,10.00,,0.08,0.02,0.03,0.10,0.01,43.71,-2.73,3.96,44.94,
B,15-Jul-05,2005-07-15,Surface,,1,a,0.25,10.00,,0.06,0.02,0.02,0.07,0.01,28.44,-1.38,3.85,30.90,
B,15-Jul-05,2005-07-15,Surface,,2,a,0.25,10.00,,0.06,0.03,0.03,0.07,0.01,27.05,-1.98,3.19,28.27,
B,29-Jul-05,2005-07-29,Integrated,,1,a,0.25,10.00,,0.17,0.03,0.04,0.20,-0.01,96.50,-4.17,8.66,101.00,
B,29-Jul-05,2005-07-29,Integrated,,2,a,0.25,10.00,,0.16,0.02,0.04,0.18,-0.01,89.05,-3.68,7.62,92.99,
B,29-Jul-05,2005-07-29,Surface,,1,a,0.25,10.00,,0.17,0.03,0.05,0.20,-0.01,96.37,-4.17,8.22,100.42,
B,29-Jul-05,2005-07-29,Surface,,2,a,0.25,10.00,,0.19,0.04,0.06,0.23,0.00,107.27,-4.84,9.67,112.11,
B,11-Aug-05,2005-08-11,Integrated,,1,a,0.25,10.00,,0.14,0.02,0.04,0.20,-0.02,101.46,-6.31,9.70,104.85,
B,11-Aug-05,2005-08-11,Integrated,,2,a,0.25,10.00,,0.11,0.03,0.04,0.19,0.00,88.78,-5.72,9.02,92.08,
B,11-Aug-05,2005-08-11,Surface,,1,a,0.25,10.00,,0.13,0.02,0.04,0.12,-0.02,62.50,11.53,14.69,88.72,
B,11-Aug-05,2005-08-11,Surface,,2,a,0.25,10.00,,0.11,0.01,0.02,0.18,-0.03,97.80,-5.91,9.18,101.06,
B,23-May-06,2006-05-23,Integrated,,1,a,0.25,10.00,,0.04,0.01,0.01,0.04,0.01,13.08,-2.63,-0.30,10.15,
B,23-May-06,2006-05-23,Integrated,,2,a,0.25,10.00,,0.04,0.01,0.01,0.03,0.01,12.28,-2.56,0.11,9.83,
B,23-May-06,2006-05-23,Surface,,1,a,0.25,10.00,,0.03,0.01,0.01,0.03,0.00,13.17,-2.62,3.41,13.96,
B,23-May-06,2006-05-23,Surface,,2,a,0.25,10.00,,0.04,0.01,0.02,0.04,0.01,13.33,-2.91,-0.65,9.78,
B,05-Jun-06,2006-06-05,Integrated,,1,a,0.25,10.00,,0.06,0.01,0.01,0.05,0.03,10.72,-17.49,-17.04,-23.80,
B,05-Jun-06,2006-06-05,Integrated,,2,a,0.25,10.00,,0.04,0.00,0.01,0.04,-0.01,19.86,-1.40,1.53,20.00,
B,05-Jun-06,2006-06-05,Surface,,1,a,0.25,10.00,,0.04,0.00,0.00,0.03,-0.01,19.34,-1.03,1.84,20.15,
B,05-Jun-06,2006-06-05,Surface,,2,a,0.25,10.00,,0.04,0.00,0.01,0.03,0.00,17.15,-1.66,1.20,16.69,
B,19-Jun-06,2006-06-19,Integrated,,1,a,0.50,10.00,,0.09,0.03,0.04,0.08,0.02,12.69,0.98,0.06,13.72,
B,19-Jun-06,2006-06-19,Integrated,,2,a,0.50,10.00,,0.07,0.02,0.03,0.07,0.02,12.56,0.81,-0.52,12.85,
B,19-Jun-06,2006-06-19,Surface,,1,a,0.50,10.00,,0.08,0.02,0.03,0.07,0.01,14.85,0.70,-0.23,15.33,
B,19-Jun-06,2006-06-19,Surface,,2,a,0.50,10.00,,0.08,0.03,0.04,0.08,0.02,14.08,0.82,-0.40,14.50,
B,04-Jul-06,2006-07-04,Integrated,,1,a,0.25,10.00,,0.08,0.02,0.03,0.08,0.01,33.51,1.96,0.07,35.55,
B,04-Jul-06,2006-07-04,Integrated,,2,a,0.25,10.00,,0.09,0.03,0.04,0.08,0.02,30.66,0.76,-0.51,30.91,
B,04-Jul-06,2006-07-04,Surface,,1,a,0.25,10.00,,0.09,0.02,0.03,0.09,0.09,2.33,-41.29,-50.77,-89.73,
B,04-Jul-06,2006-07-04,Surface,,2,a,0.25,10.00,,0.09,0.02,0.03,0.09,0.01,36.39,0.91,-0.43,36.87,
B,17-Jul-06,2006-07-17,Integrated,,1,a,0.25,10.00,,0.11,0.03,0.04,0.12,0.01,52.69,0.34,1.74,54.77,
B,17-Jul-06,2006-07-17,Integrated,,2,a,0.25,10.00,,0.11,0.03,0.04,0.12,0.01,50.49,0.37,1.89,52.74,
B,17-Jul-06,2006-07-17,Surface,,1,a,0.25,10.00,,0.12,0.03,0.05,0.15,0.01,63.00,-1.29,2.51,64.22,
B,17-Jul-06,2006-07-17,Surface,,2,a,0.25,10.00,,0.13,0.03,0.05,0.15,0.01,65.92,-1.41,2.85,67.35,
B,31-Jul-06,2006-07-31,Integrated,,1,a,0.25,10.00,,0.13,0.04,0.05,0.14,0.02,51.77,-2.77,3.31,52.30,
B,31-Jul-06,2006-07-31,Integrated,,2,a,0.25,10.00,,0.14,0.04,0.05,0.14,0.02,53.82,-2.53,3.82,55.10,
B,31-Jul-06,2006-07-31,Surface,,1,a,0.25,10.00,,0.14,0.05,0.05,0.13,0.03,45.53,-3.66,2.12,43.99,
B,31-Jul-06,2006-07-31,Surface,,2,a,0.25,10.00,,0.13,0.04,0.05,0.12,0.02,47.83,-2.30,4.38,49.91,
B,11-Aug-06,2006-08-11,Integrated,,1,a,0.25,10.00,,0.15,0.04,0.06,0.15,0.00,64.85,11.17,14.45,90.47,
B,11-Aug-06,2006-08-11,Integrated,,2,a,0.25,10.00,,0.15,0.05,0.06,0.15,0.03,52.20,-0.95,-0.45,50.81,
B,11-Aug-06,2006-08-11,Surface,,1,a,0.25,10.00,,0.15,0.04,0.06,0.14,0.03,53.08,-1.18,0.02,51.92,
B,11-Aug-06,2006-08-11,Surface,,2,a,0.25,10.00,,0.17,0.06,0.07,0.16,0.04,54.97,-1.65,-0.21,53.12,
B,28-Aug-06,2006-08-28,Integrated,,1,a,0.25,10.00,,0.18,0.05,0.07,0.20,0.03,79.70,-1.63,0.98,79.05,
B,28-Aug-06,2006-08-28,Integrated,,2,a,0.25,10.00,,0.17,0.04,0.06,0.19,0.01,81.47,-1.83,1.88,81.52,
B,28-Aug-06,2006-08-28,Surface,,1,a,0.25,10.00,,0.22,0.07,0.09,0.27,0.03,108.14,-5.47,4.07,106.74,
B,28-Aug-06,2006-08-28,Surface,,2,a,0.25,10.00,,0.18,0.06,0.07,0.22,0.02,90.28,-2.92,4.56,91.91,
B,07-May-07,2007-05-07,Integrated,,1,a,0.35,10.00,,0.05,0.02,0.03,0.05,0.02,9.89,1.92,-2.35,9.45,
B,07-May-07,2007-05-07,Integrated,,2,a,0.35,10.00,,0.05,0.01,0.02,0.04,0.01,10.59,2.46,-2.34,10.71,
B,07-May-07,2007-05-07,Surface,,1,a,0.35,10.00,,0.05,0.02,0.03,0.05,0.02,10.07,2.42,-2.31,10.18,
B,07-May-07,2007-05-07,Surface,,2,a,0.35,10.00,,0.05,0.02,0.03,0.05,0.02,9.66,2.40,-2.24,9.82,
B,22-May-07,2007-05-22,Integrated,,1,a,0.25,10.00,BB0522INT1250,0.04,0.01,0.02,0.04,0.01,15.15,2.86,-0.84,17.18,
B,22-May-07,2007-05-22,Integrated,,2,a,0.25,10.00,BB0522INT2250,0.05,0.02,0.02,0.05,0.01,15.78,2.89,-0.60,18.07,
B,22-May-07,2007-05-22,Surface,,1,a,0.25,10.00,BB0522SUR1250,0.05,0.02,0.02,0.05,0.01,17.12,2.59,0.80,20.51,
B,22-May-07,2007-05-22,Surface,,2,a,0.25,10.00,BB0522SUR2250,0.06,0.03,0.04,0.06,0.02,17.47,1.87,-0.98,18.36,
B,04-Jun-07,2007-06-04,Integrated,,1,a,0.25,10.00,BB0604INT1250,0.01,0.00,0.01,0.03,0.00,13.80,2.03,-0.96,14.86,
B,04-Jun-07,2007-06-04,Integrated,,2,a,0.25,10.00,BB0604INT2250,0.02,0.00,0.01,0.03,0.00,14.17,1.85,-1.48,14.54,
B,04-Jun-07,2007-06-04,Surface,,1,a,0.25,10.00,BB0604SUR1250,0.03,0.01,0.02,0.05,0.00,23.63,3.26,-0.12,26.77,
B,04-Jun-07,2007-06-04,Surface,,2,a,0.25,10.00,BB0604SUR2250,0.04,0.01,0.02,0.06,0.00,26.53,2.81,-0.14,29.20,
B,19-Jun-07,2007-06-19,Integrated,,1,a,0.25,10.00,BB0619INT1250,0.03,0.01,0.02,0.04,0.00,16.97,3.34,-0.32,19.98,
B,19-Jun-07,2007-06-19,Integrated,,2,a,0.25,10.00,BB0619INT2250,0.04,0.01,0.02,0.05,0.00,22.19,3.01,-0.33,24.87,
B,19-Jun-07,2007-06-19,Surface,,1,a,0.25,10.00,BB0619SUR1250,0.03,0.01,0.02,0.04,0.00,18.67,3.92,0.53,23.12,
B,19-Jun-07,2007-06-19,Surface,,2,a,0.25,10.00,BB0619SUR2250,0.04,0.02,0.02,0.06,0.01,23.75,2.74,-0.03,26.46,
B,03-Jul-07,2007-07-03,Integrated,,1,a,0.25,10.00,B030707INT1250,0.16,0.04,0.05,0.12,0.02,48.64,2.71,3.99,55.34,
B,03-Jul-07,2007-07-03,Integrated,,2,a,0.25,10.00,B030707INT2250,0.14,0.02,0.03,0.11,0.00,47.27,-3.37,3.78,47.68,
B,03-Jul-07,2007-07-03,Surface,,1,a,0.25,10.00,B030707SURF1250,0.09,0.02,0.02,0.06,0.00,23.84,2.49,4.04,30.36,
B,03-Jul-07,2007-07-03,Surface,,2,a,0.25,10.00,B030707SURF2250,0.09,0.02,0.02,0.06,0.00,24.59,1.96,4.07,30.61,
B,16-Jul-07,2007-07-16,Integrated,,1,a,0.40,10.00,BB160707INT1400,0.17,0.04,0.06,0.15,0.01,38.99,2.79,1.73,43.51,
B,16-Jul-07,2007-07-16,Integrated,,2,a,0.40,10.00,BB160707INT2400,0.18,0.03,0.05,0.16,0.00,45.28,1.07,2.34,48.68,
B,16-Jul-07,2007-07-16,Surface,,1,a,0.25,10.00,BB160707SURF1250,0.08,0.01,0.02,0.08,0.00,37.58,2.59,1.14,41.31,
B,16-Jul-07,2007-07-16,Surface,,2,a,0.25,10.00,BB160707SURF2250,0.10,0.02,0.03,0.09,0.00,41.34,1.59,1.07,44.01,
B,30-Jul-07,2007-07-30,Integrated,,1,a,0.25,10.00,BB300707INT1250,0.11,0.02,0.03,0.11,0.00,48.72,2.06,1.90,52.68,
B,30-Jul-07,2007-07-30,Integrated,,2,a,0.25,10.00,BB300707INT2250,0.11,0.02,0.03,0.10,0.00,44.98,2.68,2.24,49.90,
B,30-Jul-07,2007-07-30,Surface,,1,a,0.25,10.00,BB300707SURF1250,0.12,0.03,0.04,0.12,0.01,53.93,1.35,2.57,57.84,
B,30-Jul-07,2007-07-30,Surface,,2,a,0.25,10.00,BB300707SURF2250,0.10,0.02,0.03,0.11,0.00,47.89,1.45,2.23,51.57,
B,13-Aug-07,2007-08-13,Integrated,,1,a,0.25,10.00,B081307INT1250,0.11,0.02,0.03,0.11,0.00,53.69,1.96,1.84,57.48,
B,13-Aug-07,2007-08-13,Integrated,,2,a,0.25,10.00,B081307INT2250,0.11,0.02,0.03,0.11,0.00,53.03,1.90,1.49,56.42,
B,13-Aug-07,2007-08-13,Surface,,1,a,0.25,10.00,B081307SURF1250,0.12,0.02,0.03,0.12,0.00,58.45,1.58,2.29,62.32,
B,13-Aug-07,2007-08-13,Surface,,2,a,0.25,10.00,B081307SURF2250,0.11,0.02,0.03,0.12,-0.01,56.42,2.32,2.55,61.28,
B,22-Aug-07,2007-08-22,Integrated,,1,a,0.25,10.00,B082207INT1250,0.08,0.01,0.03,0.09,0.00,42.93,3.65,0.88,47.46,
B,22-Aug-07,2007-08-22,Integrated,,2,a,0.25,10.00,B082207INT2250,0.07,0.01,0.03,0.08,0.00,38.49,3.95,1.18,43.62,
B,22-Aug-07,2007-08-22,Surface,,1,a,0.25,10.00,B082207SURF1250,0.08,0.01,0.03,0.09,0.00,43.94,3.24,1.09,48.26,
B,22-Aug-07,2007-08-22,Surface,,2,a,0.25,10.00,B082207SURF2250,0.08,0.01,0.03,0.09,0.00,40.80,3.82,1.23,45.84,
B,12-May-08,2008-05-12,Integrated,,1,a,0.25,10.00,,0.03,0.00,0.01,0.03,0.00,12.92,3.50,-2.37,14.06,
B,12-May-08,2008-05-12,Integrated,,2,a,0.25,10.00,,0.02,0.00,0.01,0.02,-0.01,11.69,3.96,-2.79,12.85,
B,12-May-08,2008-05-12,Surface,,1,a,0.25,10.00,,0.04,0.01,0.02,0.03,0.01,12.06,5.22,0.53,17.81,
B,12-May-08,2008-05-12,Surface,,2,a,0.25,10.00,,0.03,0.00,0.01,0.02,0.00,11.73,5.02,-1.34,15.42,
B,26-May-08,2008-05-26,Integrated,,1,a,0.25,10.00,,0.02,0.00,0.01,0.02,0.00,7.54,4.64,-1.26,10.91,
B,26-May-08,2008-05-26,Integrated,,2,a,0.25,10.00,,0.05,0.03,0.04,0.04,0.02,9.13,6.68,2.39,18.20,
B,26-May-08,2008-05-26,Surface,,1,a,0.25,10.00,,0.02,0.00,0.01,0.02,0.00,7.18,4.57,-1.44,10.32,
B,26-May-08,2008-05-26,Surface,,2,a,0.25,10.00,,0.02,0.00,0.01,0.02,0.00,8.18,4.23,-1.55,10.87,
B,09-Jun-08,2008-06-09,Integrated,,1,a,0.25,10.00,,0.02,0.01,0.01,0.02,0.01,4.64,2.67,-2.78,4.53,
